	date	dateAlternative	firstAuthor	title	abstract	pubType	PMID	potentialReview	mice	human	comment
142	"[DictElement({'Year': '2021', 'Month': '06', 'Day': '04'}, attributes={'DateType': 'Electronic'})]"	2021	Long	Association of bowel movement frequency and laxative use with risk of hepatocellular carcinoma in US women and men.	"Abnormal bowel movements have been related to a variety of hepatocellular carcinoma (HCC) risk factors such as dyslipidemia, diabetes and altered metabolism of bile acids and gut microbiota. However, little is known about whether bowel movement frequency affects the risk of developing HCC. We followed 88 123 women in the Nurses' Health Study (NHS) and 28 824 men in the Health Professionals Follow-up Study (HPFS) for up to 24 years. The Cox proportional hazards regression model was used to calculate multivariable hazard ratios (HRs) and confidence intervals (95%CI). We documented 101 incident HCC cases. Compared to those with daily bowel movements, participants with bowel movement more than once per day had a multivariable HR of 1.93 (95%CI: 1.18 to 3.16) in the pooled cohorts. For the same comparison, the positive association appeared stronger for men (2.72, 95% CI: 1.14 to 6.44) than for women (1.63, 95% CI: 0.87 to 3.06) but there was no statistically significant heterogeneity by sex (P-value = .31). We found null associations between bowel movement every 2 days or less and the risk of HCC (HR = 1.05, 95%CI: 0.62 to 1.79). The HR (95%CI) for participants who used laxatives regularly relative to those who never used laxatives was 1.00 (0.64 to 1.55). Our results suggest participants with bowel movement more than once daily is associated with a higher risk of developing HCC compared to those with daily bowel movements. These findings need to be confirmed and potential mechanisms underlying this association need to be elucidated."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	34028016	FALSE	FALSE	FALSE	
143	[]	2021	Takayama	Partially hydrolyzed guar gum attenuates non-alcoholic fatty liver disease in mice through the gut-liver axis.	"The gut-liver axis has attracted much interest in the context of chronic liver disease pathogenesis. Prebiotics such as dietary fibers were shown to attenuate non-alcoholic fatty liver disease (NAFLD) by modulating gut microbiota. Partially hydrolyzed guar gum (PHGG), a water-soluble dietary fiber, has been reported to alleviate the symptoms of various intestinal diseases and metabolic syndromes. However, its effects on NAFLD remain to be fully elucidated. To determine whether treatment with PHGG attenuates NAFLD development in mice through the gut-liver axis. Seven-week-old male C57BL/6J mice with increased intestinal permeability were fed a control or atherogenic (Ath) diet (a mouse model of NAFLD) for 8 wk, with or without 5% PHGG. Increased intestinal permeability was induced through chronic intermittent administration of low-dose dextran sulfate sodium. Body weight, liver weight, macroscopic findings in the liver, blood biochemistry [aspartate aminotransferase (AST) and alanine aminotransferase (ALT), total cholesterol, triglyceride, free fatty acids, and glucose levels], liver histology, myeloperoxidase activity in liver tissue, mRNA expression in the liver and intestine, serum endotoxin levels in the portal vein, intestinal permeability, and microbiota and short-chain fatty acid (SCFA) profiles in the cecal samples were investigated. Mice with increased intestinal permeability subjected to the Ath diet showed significantly increased serum AST and ALT levels, liver fat accumulation, liver inflammatory (tumor necrosis factor-α and monocyte chemotactic protein-1) and fibrogenic (collagen 1a1 and α smooth muscle actin) marker levels, and liver myeloperoxidase activity, which were significantly attenuated by PHGG treatment. Furthermore, the Ath diet combined with increased intestinal permeability resulted in elevated portal endotoxin levels and activated toll-like receptor (TLR) 4 and TLR9 expression, confirming that intestinal permeability was significantly elevated, as observed by evaluating the lumen-to-blood clearance of fluorescein isothiocyanate-conjugated dextran. PHGG treatment did not affect fatty acid metabolism in the liver. However, it decreased lipopolysaccharide signaling through the gut-liver axis. In addition, it significantly increased the abundance of cecal <i>Bacteroides</i> and <i>Clostridium</i> subcluster XIVa. Treatment with PHGG markedly increased the levels of SCFAs, particularly, butyric acid, acetic acid, propionic acid, and formic acid, in the cecal samples. PHGG partially prevented NAFLD development in mice through the gut-liver axis by modulating microbiota and downstream SCFA profiles."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	34025071	FALSE	TRUE	FALSE	
144	[]	2021	Zhang	The deficiency of FKBP-5 inhibited hepatocellular progression by increasing the infiltration of distinct immune cells and inhibiting obesity-associated gut microbial metabolite.	"Gut microbiota has a number of essential roles in nutrition metabolism and immune homeostasis, and is closely related to hepatocellular progression. In recent years, studies have also shown that FK506 binding protein 5 (FKBP-5) plays a crucial role in immune regulation. However, it is not yet clear whether FKBP-5 promotes the development of hepatocellular carcinoma (HCC) by affecting immune function and gut microbiota. FKBP-5 expression was verified by immunochemistry and western blot and reverse transcription polymerase chain reaction (RT-qPCR) assays. After treatment in WT and FKBP-5<sup>-/-</sup> mice, the histological characteristic of mice liver tissue was assessed by H&E staining, and hepatic leukocytes and hepatic NKT cells were identified by flow cytometer. Meanwhile, primary bile acids (BAs), secondary BAs, serum total cholesterol, and the weight of abdomen adipose tissues were examined, and the gut microbiota was evaluated by 16S ribosomal ribonucleic acid (rRNA) sequencing. We discovered that FKBP-5 was highly expressed in HCC tissues. Meanwhile, FKBP-5 deletion inhibited tumor progression by increasing CD<sup>8+</sup> T, CD<sup>4+</sup> T, NKT and CD<sup>4+</sup>NKT cells in mice after diethylnitrosamine (DEN) injection. Besides, we proved that FKBP-5 deletion generated rapid and significant reductions in the intestinal BAs, the weight of abdomen adipose tissues and the serum total cholesterol. FKBP-5 deletion also led to a change in the composition of gut microbiota, suggesting that BAs are the main dietary factor regulating gut microbiota, which could be affected by FKBP-5 deletion. Further, we uncovered that anti-CD4 and anti-CD8 treatments facilitated hepatocellular progression by modulating gut microbiota composition in FKBP-5<sup>-/-</sup> mice. Therefore, we demonstrated that FKBP-5 deletion inhibited hepatocellular progression by modulating immune response and gut microbiome-mediated BAs metabolism."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	34012660	FALSE	TRUE	FALSE	
145	"[DictElement({'Year': '2021', 'Month': '05', 'Day': '19'}, attributes={'DateType': 'Electronic'})]"	2021	Komiyama	Profiling of tumour-associated microbiota in human hepatocellular carcinoma.	"Liver cancer is the fourth leading cause of cancer-related death. Hepatocellular carcinoma (HCC) is a primary liver cancer that results from chronic hepatitis caused by multiple predisposing factors such as viral infection, alcohol consumption, and non-alcoholic fatty liver disease. Accumulating studies have indicated that dysfunction of the gut epithelial barrier and hepatic translocation of gut microbes may be implicated in the pathogenesis of HCC. However, the translocated bacteria in HCC patients remains unclear. Here, we characterised tumour-associated microbiota in patients with liver cancer and focused on HCC. We observed that the number of amplicon sequence variants in tumour-associated microbiota was significantly higher compared with that in non-tumour regions of the liver. The tumour-associated microbiota consisted of Bacteroidetes, Firmicutes, and Proteobacteria as the dominant phyla. We identified an unclassified genus that belonged to the Bacteroides, Romboutsia, uncultured bacterium of Lachnospiraceae as a signature taxon for primary liver cancer. Additionally, we identified Ruminococcus gnavus as a signature taxon for HCC patients infected with hepatitis B and/or hepatitis C viruses. This study suggests that tumour microbiota may contribute to the pathology of HCC."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	34012007	FALSE	FALSE	TRUE	
146	"[DictElement({'Year': '2021', 'Month': '04', 'Day': '28'}, attributes={'DateType': 'Electronic'})]"	2021	Jun	Antacid exposure and immunotherapy outcomes among patients with advanced hepatocellular carcinoma.	"Antibiotic exposure has been associated with worse outcomes with immune checkpoint inhibitors (ICIs) in cancer patients, likely due to disruption of the gut microbiome. Other commonly prescribed medications, such as proton pump inhibitors (PPIs) and histamine-2-receptor antagonists (H2RAs), are also known to disrupt the microbiome, but data on their association with ICI outcomes are conflicting. We conducted a retrospective, multicenter, international cohort study including 314 hepatocellular carcinoma (HCC) patients treated with ICIs from 2017 to 2019 to assess the association between PPI or H2RA exposure (up to 30 days before ICI) and overall survival. Secondary outcomes included overall response rate (ORR) and development of any treatment-related adverse events (AEs). Baseline PPI/H2RA exposure was not associated with overall survival in univariable (HR 1.01, 95% CI 0.75-1.35) or multivariable analysis (HR 0.98, 95% CI 0.71-1.36). Baseline PPI/H2RA exposure was not associated with either ORR (OR 1.32, 95% CI 0.66-2.65) or AEs (OR 1.07, 95% CI 0.54-2.12) in multivariable analysis. Our results suggest that exposure to PPI/H2RA prior to ICIs does not adversely affect outcomes in HCC patients."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33995594	FALSE	FALSE	TRUE	
147	"[DictElement({'Year': '2021', 'Month': '04', 'Day': '19'}, attributes={'DateType': 'Electronic'})]"	2021	Kim	Bile Microbiota in Patients with Pigment Common Bile Duct Stones.	"Common bile duct (CBD) stone is one of the most prevalent gastroenterological diseases, but the role played by biliary microbiota in the pathogenesis of CBD stones remains obscure. The aim of this study was to investigate the characteristics of the biliary tract core microbiome and its potential association with the formation of pigment stones. Twenty-eight patients with biliary obstruction of various causes were enrolled. Thirteen had new-onset pigment CBD stone. Of the remaining 15, four had benign biliary stricture, four had gallbladder cancer, three had pancreatic cancer, 3 had distal CBD cancer, and one had hepatocellular carcinoma. Endoscopic retrograde cholangiopancreatography was used to collect bile samples for DNA extraction, 16S ribosomal RNA gene sequencing, and bile microbiota composition analysis. Proteobacteria (61.7%), Firmicutes (25.1%), Bacteroidetes (5%), Fusobacteria (4.6%), and Actinobacteria (2.6%) were the most dominant phyla in the bile of the 28 study subjects. A comparison between new-onset choledocholithiasis and other causes of biliary obstruction (controls) showed <i>Enterococcus</i> was found to be significantly abundant in the CBD stone group at the genus level (linear discriminant analysis score = 4.38; <i>P</i> = 0.03). However, no other significant compositional difference was observed. This study demonstrates an abundance of microbiota in bile juice and presents a biliary microbiome composition similar to that of duodenum. The study also shows <i>Enterococcus</i> was significantly abundant in the bile juice of patients with a brown pigment stone than in controls, which suggests <i>Enterococcus</i> may play an important role in the development of pigment stones."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33876584	FALSE	FALSE	TRUE	
148	"[DictElement({'Year': '2021', 'Month': '04', 'Day': '15'}, attributes={'DateType': 'Electronic'})]"	2021	Behary	Defining the temporal evolution of gut dysbiosis and inflammatory responses leading to hepatocellular carcinoma in Mdr2 -/- mouse model.	"Emerging evidence implicates the gut microbiome in liver inflammation and hepatocellular carcinoma (HCC) development. We aimed to characterize the temporal evolution of gut dysbiosis, in relation to the phenotype of systemic and hepatic inflammatory responses leading to HCC development. In the present study, Mdr2 -/- mice were used as a model of inflammation-based HCC. Gut microbiome composition and function, in addition to serum LPS, serum cytokines/chemokines and intrahepatic inflammatory genes were measured throughout the course of liver injury until HCC development. Early stages of liver injury, inflammation and cirrhosis, were characterized by dysbiosis. Microbiome functional pathways pertaining to gut barrier dysfunction were enriched during the initial phase of liver inflammation and cirrhosis, whilst those supporting lipopolysaccharide (LPS) biosynthesis increased as cirrhosis and HCC ensued. In parallel, serum LPS progressively increased during the course of liver injury, corresponding to a shift towards a systemic Th1/Th17 proinflammatory phenotype. Alongside, the intrahepatic inflammatory gene profile transitioned from a proinflammatory phenotype in the initial phases of liver injury to an immunosuppressed one in HCC. In established HCC, a switch in microbiome function from carbohydrate to amino acid metabolism occurred. In Mdr2 -/- mice, dysbiosis precedes HCC development, with temporal evolution of microbiome function to support gut barrier dysfunction, LPS biosynthesis, and redirection of energy source utilization. A corresponding shift in systemic and intrahepatic inflammatory responses occurred supporting HCC development. These findings support the notion that gut based therapeutic interventions could be beneficial early in the course of liver disease to halt HCC development."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	33858327	FALSE	TRUE	FALSE	
149	"[DictElement({'Year': '2020', 'Month': '07', 'Day': '16'}, attributes={'DateType': 'Electronic'})]"	2021	Hong	Effect of Korea red ginseng on nonalcoholic fatty liver disease: an association of gut microbiota with liver function.	"Korea Red Ginseng (KRG) has been used as remedies with hepato-protective effects in liver-related condition. Microbiota related gut-liver axis plays key roles in the pathogenesis of chronic liver disease. We evaluated the effect of KRG on gut-liver axis in patients with nonalcoholic statohepatitis by the modulation of gut-microbiota. A total of 94 patients (KRG: 45 and placebo: 49) were prospectively randomized to receive KRG (2,000 mg/day, ginsenoside Rg1+Rb1+Rg3 4.5mg/g) or placebo during 30 days. Liver function test, cytokeraton 18, and fatigue score were measured. Gut microbiota was analyzed by MiSeq systems based on 16S rRNA genes. In KRG group, the mean levels (before vs. after) of aspartate aminotransferase (53 ± 19 vs. 45 ± 23 IU/L), alanine aminotransferase (75 ± 40 vs. 64 ± 39 IU/L) and fatigue score (33 ± 13 vs. 26 ± 13) were improved (<i>p</i> < 0.05). In placebo group, only fatigue score (34 ± 13 vs. 31 ± 15) was ameliorated (<i>p</i> < 0.05). The changes of phyla were not statistically significant on both groups. In KRG group, increased abundance of <i>Lactobacillus</i> was related with improved alanine aminotransferase level and increased abundance of <i>Clostridium</i> and <i>Intestinibacter</i> was associated with no improvement after KRG supplementation. In placebo group, increased abundance of <i>Lachnospiraceae</i> could be related with aggravation of liver enzyme (<i>p</i> < 0.05). KRG effectively improved liver enzymes and fatigue score by modulating gut-microbiota in patients with fatty liver disease. Further studies are needed to understand the mechanism of improvement of nonalcoholic steatohepatitis. NCT03945123 (www.ClinicalTrials.gov)."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33841012	FALSE	FALSE	TRUE	
150	"[DictElement({'Year': '2021', 'Month': '04', 'Day': '10'}, attributes={'DateType': 'Electronic'})]"	2021	Madsen	Fecal microbiota transplantation in hepatic encephalopathy: a systematic review.	"Hepatic encephalopathy (HE) is a reversible neurocognitive dysfunction that ranges in severity from subclinical alterations to coma. Patients with chronic liver disease are predisposed to HE due to metabolic failure and portosystemic shunting of toxins, of which ammonia is believed to be the main toxic chemical. Fecal microbiota transplantation (FMT) may reduce ammonia synthesis by altering the gut microbiota composition to a taxon low in urease, diminish uptake of ammonia by reestablishing the integrity of the intestinal barrier and increase ammonia clearance by improving liver function. In this systematic review, we summarize the insights of the current literature examining FMT as a treatment for HE.PubMed and EMBASE were searched on 08 February 2021 using the MeSH terms 'fecal microbiota transplantation & hepatic encephalopathy' and the abbreviations 'FMT & HE'.Eight studies fulfilled our inclusion criteria, comprising two randomized clinical trials, three case reports and three rodent studies. Thirty-nine patients with HE were treated with FMT. Thirty-nine rodents received FMT in laboratory tests. FMT improved neurocognitive test results in four human studies and two rodent studies. Microbiota originating from donors was found in human recipients one year post-FMT. Readmission of patients was lower after treatment with FMT compared to standard of care.FMT may improve neurocognitive function and reduce serious adverse events in patients with HE, but the studies conducted so far have been small and their long-term follow-up is limited. Large-scale, randomized and controlled trials are needed to validate and help standardize the clinical application of FMT in cases of HE."	"[StringElement('Case Reports', attributes={'UI': 'D002363'}), StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'}), StringElement('Systematic Review', attributes={'UI': 'D000078182'})]"	33840331	FALSE	FALSE	TRUE	
151	"[DictElement({'Year': '2021', 'Month': '03', 'Day': '10'}, attributes={'DateType': 'Electronic'})]"	2021	Han	Si Miao Formula attenuates non-alcoholic fatty liver disease by modulating hepatic lipid metabolism and gut microbiota.	"Non-alcoholic fatty liver disease (NAFLD) is a chronic liver disease with few therapeutic options available currently. Traditional Chinese Medicine (TCM) has been practiced for thousands of years in China and Asian countries, and regarded as an important source for identifying novel medicines for diseases. Si Miao Formula (SMF) is a classical TCM formula for the treatment of gout disease by reducing serum uric acid concentrations, while high concentration of uric acid is also an independent risk factor for NAFLD. To investigate the protective effect of SMF on NAFLD in a mouse model induced by a high fat/high sucrose (HFHS) diet. Mice received a HFHS diet over a 16-week period to induce NAFLD with or without SMF intervention. Lipid levels were measured in both the liver and serum. Histopathological staining was used to evaluate the extent of hepatic lipid accumulation. Liver transcriptomics was used to enrich differentially expressed genes and to predict regulatory pathways after gene set enrichment analysis. 16S rRNA gene sequencing was used to determine the microbial composition. Genes of liver lipid metabolism, inflammation and intestinal tight junctions were detected by qRT-PCR analysis. SMF attenuated hepatic steatosis, reduced body weight gain and lipid concentrations, improved sensitivity to insulin and also tolerance to glucose, in mice fed an HFHS diet. Hepatic transcriptomics showed that SMF downregulated the biosynthesis of fatty acids and stimulated the insulin secretion pathway. SMF significantly altered the gut microbiota composition and in particular increased the proportion of Akkermansia muciniphila. In agreement with liver transcriptomics, SMF downregulated the expression of genes implicated in the metabolism of lipids (Acly, Fas, Acc, Scd-1) and pro-inflammatory cytokines (Il-1β, Nlrp-3) in the livers. The results indicate that SMF attenuates HFHS diet-induced NAFLD and regulates hepatic lipid metabolism pathways. The anti-NAFLD effect of SMF was linked to modulation of the gut microbiota composition and in particular an increased relative abundance of Akkermansia muciniphila."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33773192	FALSE	TRUE	FALSE	
152	"[DictElement({'Year': '2021', 'Month': '04', 'Day': '05'}, attributes={'DateType': 'Electronic'})]"	2021	Ni	Metabolic syndrome cannot mask the changes of faecal microbiota compositions caused by primary hepatocellular carcinoma.	"Both hepatocellular carcinoma (HCC) and metabolic syndrome are closely associated with the composition of the gut microbiota (GM). Although it has been proposed that elements of the GM can be used as biomarkers for the early diagnosis of HCC, whether metabolic syndrome results in a misrepresentation of the results of the early diagnosis of HCC using GM remains unclear. We compared the differences in the faecal microbiota of 10 patients with primary HCC, six patients with type 2 diabetes mellitus (T2DM), seven patients with arterial hypertension, six patients with both HCC and T2DM, and 10 patients with both HCC and arterial hypertension, as well as 10 healthy subjects, using high-throughput sequencing of 16S rRNA gene amplicons. Our results revealed a significant difference in the GM between subjects with and without HCC. The 49 bacterial genera out of the 494 detected genera were significantly different between the groups. These results show that changes in the GM can be used to distinguish between subjects with and without HCC, and can resist interference of T2DM and arterial hypertension with the GM. The results of the present study provide an important basis for the clinical auxiliary diagnosis of HCC by detecting the GM."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33768575	FALSE	FALSE	TRUE	
153	[]	2021	Zhao	[Correlation between gut microbiota and liver biochemical indicators in patients with chronic hepatitis B].	"Chronic hepatitis B (CHB) is a global epidemic disease caused by hepatitis B virus that can lead to hepatic failure, even liver cirrhosis and hepatocellular carcinoma. The occurrence and development of CHB are closely related to the changes in the gut microbiota communities. To explore the relationship between the structure of gut microbiota and liver biochemical indicators, 14 CHB patients (the CHB group) and 11 healthy people (the CN group) were randomly enrolled in this study. Our results demonstrate that CHB caused changes in the gut microbiota communities and biochemical indicators, such as alanine transaminase, total bilirubin and gamma glutamyl transferase. Furthermore, CHB induced imbalance of the gut microbiota. Prevotella, Blautia, Ruminococcus, Eubacterium eligens group, Bacteroides uniformis and Ruminococcus sp. 5_1_39BFAA were associated with the critical biochemical indicators and liver injury, suggesting a new approach to CHB treatment."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33501810	FALSE	FALSE	TRUE	
154	[]	2021	Albhaisi	Gut Microbial Signature of Hepatocellular Cancer in Men With Cirrhosis.	"The gut microbiome is altered in cirrhosis. Recent evidence has suggested a key role for the gut microbiota in the progression of cirrhosis and the development of hepatocellular carcinoma (HCC). We studied the differences in the microbial composition in patients with cirrhosis with prior and future HCC in the context of other complications (eg, infections, hepatic encephalopathy). The following 2 cohorts were recruited prospectively: the prior HCC cohort, in which outpatients with HCC within 2 years were age-matched, sex-matched, and Model for End-Stage Liver Disease (MELD) score-matched with those without HCC; and the future HCC cohort, in which patients were followed for 2 years and divided into future HCC versus no HCC after age, sex, and MELD-score matching and other complications were also recorded. Microbiota composition and predicted function were analyzed with ribosomal RNA sequencing and Phylogenetic Investigation of Communities by Reconstruction of Unobserved States (PiCRUST)and compared between (1) prior HCC versus none and (2) future HCC versus none, and in the future cohort, comparisons were also made between those patients who developed (1) HCC only versus without complications, (2) HCC only versus non-HCC complications only, and (3) HCC + other complications versus non-HCC complications only. A total of 142 men (76 total in the prior cohort [38 with/38 without HCC] and 66 total in the future cohort [33 with/33 without future HCC]) were included. The groups had similar etiology, lactulose/rifaximin/proton pump inhibitor use, diabetes mellitus, and non-HCC complications. Microbial diversity was similar between prior HCC/not or future HCC/not. On DESeq2 higher Clostridium sensu stricto and Anaerotruncus were significantly associated with protection from HCC, whereas the reverse was seen with Raoultella and Haemophilus regardless of prior/future HCC comparisons. Functions focused on urea cycle, bioenergetics, tryptophan, and toluene metabolism were different between the groups. Rothia was specific for other complications. Despite age, sex, and MELD-score matching and accounting for other complications, gut microbiota composition and the predicted function are different in men with cirrhosis with and without prior HCC and can be extended toward future HCC development."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement('Research Support, N.I.H., Extramural', attributes={'UI': 'D052061'}), StringElement(""Research Support, U.S. Gov't, Non-P.H.S."", attributes={'UI': 'D013486'})]"	33492761	FALSE	FALSE	TRUE	
155	"[DictElement({'Year': '2021', 'Month': '01', 'Day': '13'}, attributes={'DateType': 'Electronic'})]"	2021	Zhou	Gut microbiota and their metabolites in the progression of non-alcoholic fatty liver disease.	"Non-alcoholic fatty liver disease (NAFLD) is the most prevalent liver disorder worldwide. It comprises a spectrum of conditions that range from steatosis to non-alcoholic steatohepatitis, with progression to cirrhosis and hepatocellular carcinoma. Currently, there is no FDA-approved pharmacological treatment for NAFLD. The pathogenesis of NAFLD involves genetic and environmental/host factors, including those that cause changes in intestinal microbiota and their metabolites. In this review, we discuss recent findings on the relationship(s) of microbiota signature with severity of NAFLD and the role(s) microbial metabolites in NAFLD progression. We discuss how metabolites may affect NAFLD progression and their potential to serve as biomarkers for NAFLD diagnosis or therapeutic targets for disease management."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33490737	FALSE	FALSE	FALSE	
156	"[DictElement({'Year': '2021', 'Month': '02', 'Day': '24'}, attributes={'DateType': 'Electronic'})]"	2021	Yang	Western Diet Aggravated Carbon Tetrachloride-Induced Chronic Liver Injury by Disturbing Gut Microbiota and Bile Acid Metabolism.	"The high-fat, high-sucrose, and low-fiber Western diet (WD) is popular in many countries and affects the onset and progression of many diseases. This study is aimed to explore the influence of the WD on chronic liver disease (CLD) and its possible mechanism. C57BL/6 mice are given a control diet (CD) or WD and CLD is induced by intraperitoneally injecting carbon tetrachloride (CCL<sub>4</sub> ) twice a week for 8 weeks. The WD aggravated CCL<sub>4</sub> -induced chronic liver injury, as evidenced by increased serum transaminase levels, worsened hepatic inflammatory response, and fibrosis. Gut microbiota is disturbed in mice treated with CCL<sub>4</sub> +WD (WC group), manifested as the accumulation of Fusobacteria, Streptococcaceae, Streptococcus, Fusobacterium, and Prevotella and the depletion of Firmicutes, Lachnospiraceae, and Roseburia. Additionally, increased hepatic taurocholic acid in the WC group activated sphingosine-1-phosphate receptor 2, which is positively correlated with hepatic fibrosis and inflammation parameters. Mice in the WC group have higher fecal primary bile acid (BA) levels and lower fecal secondary/primary BA ratios. Serum FGF15 levels are also elevated in the WC group, which is positively correlated with hepatic inflammation. WD accelerates the progression of CLD which is associated with changes in the gut microbiota and BA metabolism."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	33458949	FALSE	TRUE	FALSE	
157	"[DictElement({'Year': '2020', 'Month': '12', 'Day': '15'}, attributes={'DateType': 'Electronic'})]"	2020	Ning	Prediction Correction Topic Evolution Research for Metabolic Pathways of the Gut Microbiota.	"The gut microbiota is composed of a large number of different bacteria, that play a key role in the construction of a metabolic signaling network. Deepening the link between metabolic pathways of the gut microbiota and human health, it seems increasingly essential to evolutionarily define the principal technologies applied in the field and their future trends. We use a topic analysis tool, Latent Dirichlet Allocation, to extract themes as a probabilistic distribution of latent topics from literature dataset. We also use the Prophet neural network prediction tool to predict future trend of this area of study. A total of 1,271 abstracts (from 2006 to 2020) were retrieved from MEDLINE with the query on ""gut microbiota"" and ""metabolic pathway."" Our study found 10 topics covering current research types: dietary health, inflammation and liver cancer, fatty and diabetes, microbiota community, hepatic metabolism, metabolomics-based approach and SFCAs, allergic and immune disorders, gut dysbiosis, obesity, brain reaction, and cardiovascular disease. The analysis indicates that, with the rapid development of gut microbiota research, the metabolomics-based approach and SCFAs (topic 6) and dietary health (topic 1) have more studies being reported in the last 15 years. We also conclude from the data that, three other topics could be heavily focused in the future: metabolomics-based approach and SCFAs (topic 6), obesity (topic 8) and brain reaction and cardiovascular disease (topic 10), to unravel microbial affecting human health."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33425992	FALSE	FALSE	TRUE	
158	"[DictElement({'Year': '2021', 'Month': '01', 'Day': '08'}, attributes={'DateType': 'Electronic'})]"	2021	Behary	Gut microbiota impact on the peripheral immune response in non-alcoholic fatty liver disease related hepatocellular carcinoma.	"The gut microbiota is reported to modulate the immune response in hepatocellular carcinoma (HCC). Here, we employ metagenomic and metabolomic studies to characterise gut microbiota in patients with non-alcoholic fatty liver disease (NAFLD) related cirrhosis, with or without HCC, and evaluate its effect on the peripheral immune response in an ex vivo model. We find that dysbiosis characterises the microbiota of patients with NAFLD-cirrhosis, with compositional and functional shifts occurring with HCC development. Gene function of the microbiota in NAFLD-HCC supports short chain fatty acid production, and this is confirmed by metabolomic studies. Ex vivo studies show that bacterial extracts from the NAFLD-HCC microbiota, but not from the control groups, elicit a T cell immunosuppressive phenotype, characterised by expansion of regulatory T cells and attenuation of CD8 + T cells. Our study suggest that the gut microbiota in NAFLD-HCC is characterised by a distinctive microbiome/metabolomic profile, and can modulate the peripheral immune response."	"[StringElement('Journal Article', attributes={'UI': 'D016428'})]"	33420074	FALSE	FALSE	TRUE	
159	"[DictElement({'Year': '2021', 'Month': '01', 'Day': '07'}, attributes={'DateType': 'Electronic'})]"	2021	Zhou	Hepatic NOD2 promotes hepatocarcinogenesis via a RIP2-mediated proinflammatory response and a novel nuclear autophagy-mediated DNA damage mechanism.	"Key hepatic molecules linking gut dysbiosis and hepatocarcinogenesis remain largely unknown. Gut-derived gut microbiota contains pathogen-associated molecular patterns (PAMPs) that may circulate into the liver and, consequently, be recognized by hepatic pattern recognition receptors (PRRs). NOD2, a general intracellular PRR, recognizes muramyl dipeptide (MDP), present in both gram (+) and gram (-) bacteria. Here, we investigated the role of NOD2 as a molecular sensor translating gut dysbiosis signaling into hepatocarcinogenesis. NOD2 expression was measured in clinical hepatocellular carcinoma (HCC) samples using qPCR (80 pairs), western blotting (30 pairs) and immunostaining (141 pairs). The role of NOD2 in hepatocarcinogenesis was examined in the hepatocyte-specific Nod2-knockout (Nod2<sup>△hep</sup>), Rip2-knockout (Rip2<sup>△hep</sup>), Lamin A/C-knockout (Lamn<sup>△hep</sup>) and Rip2/Lamin A/C double-knockout (Rip2/Lamn<sup>△hep</sup>) mice models of diethylnitrosamine (DEN)/CCl<sub>4</sub>-induced HCC. NOD2 was upregulated and activated in HCC samples, and high NOD2 expression correlated with poor prognosis in HCC patients. Hepatic NOD2 deletion in vivo decreased DEN/CCl<sub>4</sub>-induced HCC by reducing the inflammatory response, DNA damage and genomic instability. NOD2 activation increased liver inflammation via RIP2-dependent activation of the MAPK, NF-κB and STAT3 pathways. Notably, a novel RIP2-independent mechanism was discovered, whereby NOD2 activation induces the nuclear autophagy pathway. We showed that NOD2 undergoes nuclear transport and directly binds to a component of nuclear laminae, lamin A/C, to promote its protein degradation, leading to impaired DNA damage repair and increased genomic instability. We reveal a novel bridge, bacterial sensor NOD2, linking gut-derived microbial metabolites to hepatocarcinogenesis via induction of the inflammatory response and nuclear autophagy. Thus, we propose hepatic NOD2 as a promising therapeutic target against HCC."	"[StringElement('Journal Article', attributes={'UI': 'D016428'}), StringElement(""Research Support, Non-U.S. Gov't"", attributes={'UI': 'D013485'})]"	33413510	FALSE	TRUE	TRUE	
